t1,r1,p1,l1,t2,r2,p2,l2,t3,r3,p3,l3,t4,r4,p4,l4,t5,r5,p5,l5,t6,r6,p6,l6,op1,op2,op3,op4,op5,op6,sv1,sv2,sv3,sv4,sv5,sv6,lt,tt,pt,game_score,estado
'\'(-inf-37.138995]\'',1,3,7,'\'(57.36167-76.549137]\'',2,7,12,'\'(-inf-82.466974]\'',1,9,16,'\'(55.248765-74.303022]\'',2,7,10,'\'(35.369728-46.650883]\'',2,4,8,'\'(-inf-38.860268]\'',1,6,12,1,0,1,1,1,0,1,1,1,1,1,1,65,'\'(-inf-366.642526]\'',36,'\'(-inf-13.465411]\'',A
'\'(55.369498-80.790919]\'',1,7,13,'\'(41.257811-57.36167]\'',1,5,12,'\'(159.869152-241.1566]\'',2,8,16,'\'(55.248765-74.303022]\'',1,2,10,'\'(81.517634-inf)\'',2,4,12,'\'(64.248229-95.929302]\'',1,5,20,0,0,1,1,0,0,1,1,1,1,1,0,83,'\'(459.963402-573.253523]\'',31,'\'(15.967208-18.512556]\'',A
'\'(-inf-37.138995]\'',1,3,7,'\'(-inf-41.257811]\'',1,7,10,'\'(-inf-82.466974]\'',1,11,16,'\'(74.303022-112.254647]\'',3,3,10,'\'(46.650883-58.860938]\'',3,5,8,'\'(38.860268-48.843097]\'',1,14,15,1,1,1,1,1,0,1,1,1,1,1,0,66,'\'(-inf-366.642526]\'',43,'\'(-inf-13.465411]\'',A
'\'(37.138995-55.369498]\'',1,5,10,'\'(57.36167-76.549137]\'',2,5,10,'\'(112.968721-159.869152]\'',2,12,36,'\'(-inf-41.626247]\'',1,3,10,'\'(81.517634-inf)\'',3,8,10,'\'(64.248229-95.929302]\'',2,8,14,0,1,0,1,0,0,1,1,0,1,1,1,90,'\'(459.963402-573.253523]\'',41,'\'(15.967208-18.512556]\'',A
'\'(37.138995-55.369498]\'',1,2,8,'\'(57.36167-76.549137]\'',1,4,11,'\'(82.466974-112.968721]\'',3,24,16,'\'(55.248765-74.303022]\'',1,11,16,'\'(35.369728-46.650883]\'',1,6,14,'\'(-inf-38.860268]\'',1,7,10,0,0,1,0,0,1,1,1,1,0,1,1,75,'\'(-inf-366.642526]\'',54,'\'(13.465411-15.967208]\'',A
'\'(55.369498-80.790919]\'',1,4,7,'\'(115.960834-inf)\'',3,10,10,'\'(159.869152-241.1566]\'',1,19,26,'\'(55.248765-74.303022]\'',1,5,10,'\'(81.517634-inf)\'',5,13,8,'\'(95.929302-inf)\'',1,5,14,1,1,0,1,1,0,1,1,0,1,1,1,75,'\'(741.552114-inf)\'',56,'\'(18.512556-21.845585]\'',A
'\'(-inf-37.138995]\'',1,3,7,'\'(57.36167-76.549137]\'',2,5,10,'\'(-inf-82.466974]\'',1,8,16,'\'(41.626247-55.248765]\'',1,3,12,'\'(81.517634-inf)\'',2,6,8,'\'(95.929302-inf)\'',4,20,10,1,1,1,0,1,1,1,1,1,1,1,1,63,'\'(366.642526-459.963402]\'',45,'\'(13.465411-15.967208]\'',A
'\'(80.790919-135.14993]\'',2,3,9,'\'(57.36167-76.549137]\'',2,3,10,'\'(-inf-82.466974]\'',1,12,16,'\'(41.626247-55.248765]\'',1,2,10,'\'(35.369728-46.650883]\'',1,5,14,'\'(64.248229-95.929302]\'',2,8,10,0,1,1,1,0,1,1,1,1,1,1,1,69,'\'(366.642526-459.963402]\'',33,'\'(-inf-13.465411]\'',A
'\'(80.790919-135.14993]\'',3,15,7,'\'(115.960834-inf)\'',2,16,10,'\'(159.869152-241.1566]\'',3,50,17,'\'(74.303022-112.254647]\'',1,17,16,'\'(35.369728-46.650883]\'',2,7,8,'\'(38.860268-48.843097]\'',1,9,17,1,1,0,0,1,0,1,1,0,0,1,0,75,'\'(573.253523-741.552114]\'',114,'\'(18.512556-21.845585]\'',A
'\'(135.14993-inf)\'',2,23,7,'\'(76.549137-115.960834]\'',1,12,12,'\'(241.1566-inf)\'',2,32,19,'\'(112.254647-inf)\'',11,111,11,'\'(81.517634-inf)\'',2,10,8,'\'(64.248229-95.929302]\'',1,5,10,1,0,0,0,1,1,1,1,0,1,1,1,67,'\'(741.552114-inf)\'',193,'\'(21.845585-inf)\'',A
'\'(80.790919-135.14993]\'',2,3,9,'\'(115.960834-inf)\'',3,9,10,'\'(241.1566-inf)\'',4,9,16,'\'(-inf-41.626247]\'',1,2,10,'\'(81.517634-inf)\'',3,6,8,'\'(48.843097-64.248229]\'',1,2,11,0,1,1,1,1,0,1,1,1,1,1,1,64,'\'(573.253523-741.552114]\'',31,'\'(13.465411-15.967208]\'',A
'\'(80.790919-135.14993]\'',1,26,11,'\'(41.257811-57.36167]\'',1,5,10,'\'(159.869152-241.1566]\'',1,20,41,'\'(112.254647-inf)\'',8,48,12,'\'(81.517634-inf)\'',3,20,12,'\'(48.843097-64.248229]\'',1,8,12,0,1,0,0,0,0,1,1,0,1,1,1,98,'\'(741.552114-inf)\'',127,'\'(21.845585-inf)\'',A
'\'(135.14993-inf)\'',6,46,7,'\'(-inf-41.257811]\'',1,10,10,'\'(159.869152-241.1566]\'',5,55,16,'\'(55.248765-74.303022]\'',2,9,10,'\'(-inf-35.369728]\'',1,4,8,'\'(-inf-38.860268]\'',1,8,14,1,1,1,1,1,0,1,1,1,1,1,1,65,'\'(366.642526-459.963402]\'',132,'\'(18.512556-21.845585]\'',A
'\'(80.790919-135.14993]\'',1,16,9,'\'(76.549137-115.960834]\'',1,26,16,'\'(112.968721-159.869152]\'',1,34,28,'\'(112.254647-inf)\'',2,34,12,'\'(81.517634-inf)\'',1,21,18,'\'(95.929302-inf)\'',1,16,21,0,0,0,0,0,0,1,1,0,1,0,0,104,'\'(741.552114-inf)\'',147,'\'(21.845585-inf)\'',A
'\'(135.14993-inf)\'',1,7,11,'\'(57.36167-76.549137]\'',1,5,10,'\'(241.1566-inf)\'',4,17,19,'\'(112.254647-inf)\'',3,10,10,'\'(-inf-35.369728]\'',1,2,8,'\'(38.860268-48.843097]\'',1,4,13,0,1,0,1,1,0,1,1,0,1,1,1,71,'\'(573.253523-741.552114]\'',45,'\'(15.967208-18.512556]\'',A
'\'(37.138995-55.369498]\'',2,1,7,'\'(-inf-41.257811]\'',1,4,10,'\'(112.968721-159.869152]\'',3,21,19,'\'(55.248765-74.303022]\'',2,3,10,'\'(46.650883-58.860938]\'',2,4,8,'\'(48.843097-64.248229]\'',3,3,11,1,1,0,1,1,0,1,1,0,1,1,1,65,'\'(366.642526-459.963402]\'',36,'\'(-inf-13.465411]\'',A
'\'(-inf-37.138995]\'',1,9,7,'\'(41.257811-57.36167]\'',1,9,10,'\'(82.466974-112.968721]\'',2,16,19,'\'(55.248765-74.303022]\'',1,7,15,'\'(-inf-35.369728]\'',1,5,10,'\'(38.860268-48.843097]\'',1,7,14,1,1,0,0,0,0,1,1,0,0,1,1,75,'\'(-inf-366.642526]\'',53,'\'(13.465411-15.967208]\'',A
'\'(55.369498-80.790919]\'',1,2,9,'\'(41.257811-57.36167]\'',1,3,10,'\'(159.869152-241.1566]\'',2,13,19,'\'(55.248765-74.303022]\'',1,2,10,'\'(58.860938-81.517634]\'',2,3,8,'\'(48.843097-64.248229]\'',1,3,10,0,1,0,1,1,1,1,1,0,1,1,1,66,'\'(459.963402-573.253523]\'',26,'\'(-inf-13.465411]\'',A
'\'(37.138995-55.369498]\'',1,18,9,'\'(115.960834-inf)\'',7,27,12,'\'(-inf-82.466974]\'',1,15,16,'\'(41.626247-55.248765]\'',1,17,16,'\'(-inf-35.369728]\'',1,6,8,'\'(64.248229-95.929302]\'',2,18,20,0,0,1,0,1,0,1,1,1,0,1,0,81,'\'(366.642526-459.963402]\'',101,'\'(18.512556-21.845585]\'',A
'\'(135.14993-inf)\'',5,6,7,'\'(115.960834-inf)\'',4,13,10,'\'(159.869152-241.1566]\'',4,32,17,'\'(55.248765-74.303022]\'',1,5,16,'\'(81.517634-inf)\'',4,11,8,'\'(-inf-38.860268]\'',1,4,10,1,1,0,0,1,1,1,1,0,0,1,1,68,'\'(573.253523-741.552114]\'',71,'\'(15.967208-18.512556]\'',A
'\'(80.790919-135.14993]\'',2,7,7,'\'(57.36167-76.549137]\'',1,5,10,'\'(112.968721-159.869152]\'',1,7,16,'\'(55.248765-74.303022]\'',1,3,10,'\'(46.650883-58.860938]\'',1,4,8,'\'(95.929302-inf)\'',1,6,14,1,1,1,1,1,0,1,1,1,1,1,1,65,'\'(459.963402-573.253523]\'',32,'\'(-inf-13.465411]\'',A
'\'(-inf-37.138995]\'',1,2,7,'\'(76.549137-115.960834]\'',2,4,12,'\'(159.869152-241.1566]\'',1,12,36,'\'(112.254647-inf)\'',2,14,14,'\'(58.860938-81.517634]\'',1,8,14,'\'(64.248229-95.929302]\'',1,8,18,1,0,0,0,0,0,1,1,0,1,1,0,101,'\'(573.253523-741.552114]\'',48,'\'(18.512556-21.845585]\'',A
'\'(-inf-37.138995]\'',1,7,7,'\'(-inf-41.257811]\'',1,5,10,'\'(82.466974-112.968721]\'',2,12,17,'\'(74.303022-112.254647]\'',1,9,24,'\'(46.650883-58.860938]\'',2,8,12,'\'(48.843097-64.248229]\'',3,8,10,1,1,0,0,0,1,1,1,0,0,1,1,80,'\'(-inf-366.642526]\'',49,'\'(13.465411-15.967208]\'',A
'\'(80.790919-135.14993]\'',1,8,10,'\'(57.36167-76.549137]\'',1,11,10,'\'(82.466974-112.968721]\'',1,25,24,'\'(41.626247-55.248765]\'',1,10,10,'\'(81.517634-inf)\'',3,19,8,'\'(95.929302-inf)\'',2,8,12,0,1,0,1,1,0,1,1,0,1,1,1,74,'\'(459.963402-573.253523]\'',81,'\'(15.967208-18.512556]\'',A
'\'(80.790919-135.14993]\'',1,12,17,'\'(76.549137-115.960834]\'',1,20,25,'\'(82.466974-112.968721]\'',1,19,17,'\'(74.303022-112.254647]\'',2,20,10,'\'(35.369728-46.650883]\'',1,4,12,'\'(48.843097-64.248229]\'',1,3,14,0,0,0,1,0,0,1,0,0,1,1,1,95,'\'(459.963402-573.253523]\'',78,'\'(18.512556-21.845585]\'',A
'\'(80.790919-135.14993]\'',3,6,7,'\'(41.257811-57.36167]\'',1,5,10,'\'(112.968721-159.869152]\'',2,8,17,'\'(74.303022-112.254647]\'',5,10,10,'\'(35.369728-46.650883]\'',2,7,12,'\'(-inf-38.860268]\'',1,3,10,1,1,0,1,0,1,1,1,0,1,1,1,66,'\'(366.642526-459.963402]\'',39,'\'(13.465411-15.967208]\'',A
'\'(37.138995-55.369498]\'',1,1,7,'\'(-inf-41.257811]\'',1,6,10,'\'(82.466974-112.968721]\'',1,12,19,'\'(55.248765-74.303022]\'',1,8,16,'\'(46.650883-58.860938]\'',2,5,8,'\'(-inf-38.860268]\'',1,5,10,1,1,0,0,1,1,1,1,0,0,1,1,70,'\'(-inf-366.642526]\'',37,'\'(-inf-13.465411]\'',A
'\'(-inf-37.138995]\'',1,1,7,'\'(115.960834-inf)\'',4,18,10,'\'(82.466974-112.968721]\'',1,4,16,'\'(41.626247-55.248765]\'',1,3,10,'\'(35.369728-46.650883]\'',1,3,8,'\'(48.843097-64.248229]\'',1,4,12,1,1,1,1,1,0,1,1,1,1,1,1,63,'\'(459.963402-573.253523]\'',33,'\'(13.465411-15.967208]\'',A
'\'(55.369498-80.790919]\'',1,3,14,'\'(41.257811-57.36167]\'',1,13,15,'\'(82.466974-112.968721]\'',2,21,16,'\'(74.303022-112.254647]\'',3,16,12,'\'(46.650883-58.860938]\'',1,4,8,'\'(-inf-38.860268]\'',1,5,10,0,0,1,0,1,1,1,1,1,1,1,1,75,'\'(-inf-366.642526]\'',62,'\'(13.465411-15.967208]\'',A
'\'(-inf-37.138995]\'',1,1,7,'\'(115.960834-inf)\'',7,24,12,'\'(82.466974-112.968721]\'',1,2,16,'\'(74.303022-112.254647]\'',2,6,14,'\'(35.369728-46.650883]\'',1,2,8,'\'(48.843097-64.248229]\'',2,5,10,1,0,1,0,1,1,1,1,1,1,1,1,67,'\'(459.963402-573.253523]\'',40,'\'(13.465411-15.967208]\'',A
'\'(135.14993-inf)\'',3,10,7,'\'(57.36167-76.549137]\'',1,5,14,'\'(112.968721-159.869152]\'',1,5,17,'\'(74.303022-112.254647]\'',2,3,10,'\'(58.860938-81.517634]\'',1,3,10,'\'(48.843097-64.248229]\'',1,3,14,1,0,0,1,0,0,1,1,0,1,1,1,72,'\'(573.253523-741.552114]\'',29,'\'(13.465411-15.967208]\'',A
'\'(-inf-37.138995]\'',1,3,7,'\'(41.257811-57.36167]\'',1,4,17,'\'(82.466974-112.968721]\'',2,6,17,'\'(74.303022-112.254647]\'',2,9,12,'\'(35.369728-46.650883]\'',1,2,8,'\'(64.248229-95.929302]\'',1,8,15,1,0,0,0,1,0,1,0,0,1,1,0,76,'\'(366.642526-459.963402]\'',32,'\'(13.465411-15.967208]\'',A
'\'(135.14993-inf)\'',0,8,7,'\'(76.549137-115.960834]\'',1,10,10,'\'(159.869152-241.1566]\'',1,38,39,'\'(74.303022-112.254647]\'',1,17,17,'\'(58.860938-81.517634]\'',1,12,12,'\'(48.843097-64.248229]\'',1,10,10,1,1,0,0,0,1,1,1,0,0,1,1,95,'\'(741.552114-inf)\'',95,'\'(21.845585-inf)\'',A
'\'(135.14993-inf)\'',2,36,16,'\'(76.549137-115.960834]\'',1,10,14,'\'(241.1566-inf)\'',6,33,17,'\'(41.626247-55.248765]\'',1,7,10,'\'(35.369728-46.650883]\'',1,6,12,'\'(48.843097-64.248229]\'',1,6,14,0,0,0,1,0,0,1,1,0,1,1,1,83,'\'(741.552114-inf)\'',98,'\'(21.845585-inf)\'',A
'\'(55.369498-80.790919]\'',2,2,7,'\'(115.960834-inf)\'',7,18,10,'\'(82.466974-112.968721]\'',3,28,16,'\'(41.626247-55.248765]\'',2,17,10,'\'(-inf-35.369728]\'',1,12,13,'\'(-inf-38.860268]\'',1,12,12,1,1,1,1,0,0,1,1,1,1,1,1,68,'\'(366.642526-459.963402]\'',89,'\'(15.967208-18.512556]\'',A
'\'(-inf-37.138995]\'',1,2,7,'\'(76.549137-115.960834]\'',2,10,10,'\'(241.1566-inf)\'',5,35,16,'\'(74.303022-112.254647]\'',2,21,20,'\'(46.650883-58.860938]\'',1,3,10,'\'(38.860268-48.843097]\'',1,8,14,1,1,1,0,0,0,1,1,1,0,1,1,77,'\'(573.253523-741.552114]\'',79,'\'(18.512556-21.845585]\'',A
'\'(55.369498-80.790919]\'',2,7,11,'\'(41.257811-57.36167]\'',2,3,10,'\'(-inf-82.466974]\'',1,16,18,'\'(74.303022-112.254647]\'',2,16,10,'\'(46.650883-58.860938]\'',3,20,8,'\'(-inf-38.860268]\'',1,14,14,0,1,0,1,1,0,1,1,0,1,1,1,71,'\'(-inf-366.642526]\'',76,'\'(13.465411-15.967208]\'',A
'\'(55.369498-80.790919]\'',1,8,10,'\'(-inf-41.257811]\'',1,3,12,'\'(112.968721-159.869152]\'',2,12,16,'\'(112.254647-inf)\'',2,9,16,'\'(46.650883-58.860938]\'',1,5,18,'\'(48.843097-64.248229]\'',1,6,21,0,0,1,0,0,0,1,1,1,0,0,0,93,'\'(459.963402-573.253523]\'',43,'\'(18.512556-21.845585]\'',A
'\'(80.790919-135.14993]\'',2,11,9,'\'(57.36167-76.549137]\'',1,6,10,'\'(241.1566-inf)\'',1,14,47,'\'(55.248765-74.303022]\'',1,5,12,'\'(81.517634-inf)\'',2,8,16,'\'(48.843097-64.248229]\'',1,4,10,0,1,0,0,0,1,1,1,0,1,0,1,104,'\'(741.552114-inf)\'',48,'\'(21.845585-inf)\'',A
'\'(-inf-37.138995]\'',1,1,8,'\'(76.549137-115.960834]\'',2,7,13,'\'(112.968721-159.869152]\'',3,17,17,'\'(41.626247-55.248765]\'',1,5,12,'\'(35.369728-46.650883]\'',1,3,10,'\'(-inf-38.860268]\'',1,5,12,0,0,0,0,0,0,1,1,0,1,1,1,72,'\'(366.642526-459.963402]\'',38,'\'(13.465411-15.967208]\'',A
'\'(37.138995-55.369498]\'',1,4,7,'\'(57.36167-76.549137]\'',1,11,12,'\'(-inf-82.466974]\'',1,5,16,'\'(112.254647-inf)\'',3,31,14,'\'(35.369728-46.650883]\'',1,8,14,'\'(-inf-38.860268]\'',1,7,10,1,0,1,0,0,1,1,1,1,1,1,1,73,'\'(366.642526-459.963402]\'',66,'\'(13.465411-15.967208]\'',A
'\'(80.790919-135.14993]\'',3,9,7,'\'(-inf-41.257811]\'',1,3,10,'\'(159.869152-241.1566]\'',8,4,16,'\'(41.626247-55.248765]\'',1,2,10,'\'(35.369728-46.650883]\'',1,3,10,'\'(38.860268-48.843097]\'',1,2,10,1,1,1,1,0,1,1,1,1,1,1,1,63,'\'(459.963402-573.253523]\'',23,'\'(-inf-13.465411]\'',A
'\'(37.138995-55.369498]\'',1,2,7,'\'(76.549137-115.960834]\'',2,4,10,'\'(112.968721-159.869152]\'',2,8,16,'\'(112.254647-inf)\'',3,5,14,'\'(81.517634-inf)\'',4,5,8,'\'(95.929302-inf)\'',1,3,20,1,1,1,0,1,0,1,1,1,1,1,0,75,'\'(741.552114-inf)\'',27,'\'(15.967208-18.512556]\'',A
'\'(-inf-37.138995]\'',1,2,7,'\'(57.36167-76.549137]\'',2,4,10,'\'(82.466974-112.968721]\'',2,8,16,'\'(55.248765-74.303022]\'',2,3,10,'\'(46.650883-58.860938]\'',2,4,8,'\'(38.860268-48.843097]\'',1,7,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642526]\'',28,'\'(-inf-13.465411]\'',A
'\'(37.138995-55.369498]\'',1,2,7,'\'(41.257811-57.36167]\'',1,5,10,'\'(-inf-82.466974]\'',1,7,17,'\'(74.303022-112.254647]\'',1,6,25,'\'(46.650883-58.860938]\'',1,4,14,'\'(64.248229-95.929302]\'',2,5,12,1,1,0,0,0,0,1,1,0,0,1,1,85,'\'(-inf-366.642526]\'',29,'\'(13.465411-15.967208]\'',A
'\'(135.14993-inf)\'',1,17,25,'\'(57.36167-76.549137]\'',1,3,12,'\'(241.1566-inf)\'',3,17,21,'\'(112.254647-inf)\'',2,10,23,'\'(81.517634-inf)\'',3,10,22,'\'(64.248229-95.929302]\'',2,9,15,0,0,0,0,0,0,0,1,0,0,0,0,118,'\'(741.552114-inf)\'',66,'\'(21.845585-inf)\'',A
'\'(55.369498-80.790919]\'',1,18,13,'\'(-inf-41.257811]\'',1,10,10,'\'(-inf-82.466974]\'',1,40,36,'\'(41.626247-55.248765]\'',1,15,18,'\'(81.517634-inf)\'',1,13,22,'\'(64.248229-95.929302]\'',1,9,24,0,1,0,0,0,0,1,1,0,0,0,0,123,'\'(366.642526-459.963402]\'',105,'\'(21.845585-inf)\'',A
'\'(80.790919-135.14993]\'',1,9,7,'\'(57.36167-76.549137]\'',2,16,10,'\'(241.1566-inf)\'',4,49,19,'\'(74.303022-112.254647]\'',1,10,11,'\'(81.517634-inf)\'',2,9,8,'\'(95.929302-inf)\'',3,17,10,1,1,0,0,1,1,1,1,0,1,1,1,65,'\'(741.552114-inf)\'',110,'\'(18.512556-21.845585]\'',A
'\'(55.369498-80.790919]\'',3,4,7,'\'(115.960834-inf)\'',2,12,10,'\'(-inf-82.466974]\'',1,14,16,'\'(55.248765-74.303022]\'',1,2,10,'\'(46.650883-58.860938]\'',1,2,8,'\'(64.248229-95.929302]\'',2,4,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(366.642526-459.963402]\'',38,'\'(-inf-13.465411]\'',A
'\'(37.138995-55.369498]\'',1,1,7,'\'(76.549137-115.960834]\'',2,6,10,'\'(241.1566-inf)\'',4,5,21,'\'(-inf-41.626247]\'',1,1,10,'\'(35.369728-46.650883]\'',1,1,12,'\'(95.929302-inf)\'',2,4,12,1,1,0,1,0,0,1,1,0,1,1,1,72,'\'(573.253523-741.552114]\'',18,'\'(13.465411-15.967208]\'',A
'\'(-inf-37.138995]\'',1,1,7,'\'(76.549137-115.960834]\'',2,3,10,'\'(241.1566-inf)\'',3,16,23,'\'(112.254647-inf)\'',3,18,21,'\'(-inf-35.369728]\'',1,2,8,'\'(-inf-38.860268]\'',1,3,10,1,1,0,0,1,1,1,1,0,0,1,1,79,'\'(573.253523-741.552114]\'',43,'\'(15.967208-18.512556]\'',A
'\'(-inf-37.138995]\'',1,5,7,'\'(-inf-41.257811]\'',1,5,10,'\'(-inf-82.466974]\'',1,9,16,'\'(41.626247-55.248765]\'',1,6,14,'\'(-inf-35.369728]\'',1,2,12,'\'(-inf-38.860268]\'',1,7,12,1,1,1,0,0,0,1,1,1,1,1,1,71,'\'(-inf-366.642526]\'',34,'\'(-inf-13.465411]\'',A
'\'(37.138995-55.369498]\'',1,5,9,'\'(76.549137-115.960834]\'',1,12,12,'\'(82.466974-112.968721]\'',1,10,24,'\'(74.303022-112.254647]\'',1,7,14,'\'(46.650883-58.860938]\'',1,6,12,'\'(48.843097-64.248229]\'',1,5,19,0,0,0,0,0,0,1,1,0,1,1,0,90,'\'(366.642526-459.963402]\'',45,'\'(15.967208-18.512556]\'',A
'\'(-inf-37.138995]\'',1,2,7,'\'(115.960834-inf)\'',6,11,12,'\'(159.869152-241.1566]\'',2,15,32,'\'(74.303022-112.254647]\'',1,11,19,'\'(35.369728-46.650883]\'',1,6,12,'\'(64.248229-95.929302]\'',3,9,10,1,0,0,0,0,1,1,1,0,0,1,1,92,'\'(459.963402-573.253523]\'',54,'\'(18.512556-21.845585]\'',A
'\'(80.790919-135.14993]\'',1,9,14,'\'(76.549137-115.960834]\'',1,10,23,'\'(-inf-82.466974]\'',1,9,37,'\'(-inf-41.626247]\'',1,5,14,'\'(81.517634-inf)\'',5,42,42,'\'(48.843097-64.248229]\'',1,13,24,0,0,0,0,0,0,1,0,0,1,0,0,154,'\'(573.253523-741.552114]\'',88,'\'(21.845585-inf)\'',A
'\'(55.369498-80.790919]\'',1,6,7,'\'(41.257811-57.36167]\'',1,3,10,'\'(112.968721-159.869152]\'',1,9,21,'\'(41.626247-55.248765]\'',1,2,10,'\'(35.369728-46.650883]\'',1,2,8,'\'(38.860268-48.843097]\'',1,2,10,1,1,0,1,1,1,1,1,0,1,1,1,66,'\'(366.642526-459.963402]\'',24,'\'(-inf-13.465411]\'',A
'\'(135.14993-inf)\'',6,72,7,'\'(-inf-41.257811]\'',1,6,10,'\'(-inf-82.466974]\'',1,15,16,'\'(-inf-41.626247]\'',1,7,10,'\'(-inf-35.369728]\'',1,10,12,'\'(38.860268-48.843097]\'',1,10,14,1,1,1,1,0,0,1,1,1,1,1,1,69,'\'(573.253523-741.552114]\'',120,'\'(18.512556-21.845585]\'',A
'\'(-inf-37.138995]\'',1,2,7,'\'(41.257811-57.36167]\'',1,4,10,'\'(159.869152-241.1566]\'',2,37,18,'\'(112.254647-inf)\'',2,15,15,'\'(81.517634-inf)\'',2,13,18,'\'(38.860268-48.843097]\'',1,6,10,1,1,0,0,0,1,1,1,0,0,0,1,78,'\'(573.253523-741.552114]\'',77,'\'(18.512556-21.845585]\'',A
'\'(55.369498-80.790919]\'',1,6,7,'\'(-inf-41.257811]\'',1,10,10,'\'(-inf-82.466974]\'',1,16,16,'\'(-inf-41.626247]\'',1,9,10,'\'(46.650883-58.860938]\'',2,12,8,'\'(-inf-38.860268]\'',1,7,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642526]\'',60,'\'(-inf-13.465411]\'',A
'\'(80.790919-135.14993]\'',1,21,14,'\'(57.36167-76.549137]\'',1,14,14,'\'(241.1566-inf)\'',5,71,16,'\'(112.254647-inf)\'',2,11,14,'\'(81.517634-inf)\'',1,10,14,'\'(-inf-38.860268]\'',1,4,10,0,0,1,0,0,1,1,1,1,1,1,1,82,'\'(741.552114-inf)\'',131,'\'(21.845585-inf)\'',A
'\'(80.790919-135.14993]\'',4,7,7,'\'(115.960834-inf)\'',3,24,10,'\'(159.869152-241.1566]\'',3,23,16,'\'(112.254647-inf)\'',5,14,17,'\'(46.650883-58.860938]\'',1,3,12,'\'(95.929302-inf)\'',4,11,14,1,1,1,0,0,0,1,1,1,0,1,1,76,'\'(573.253523-741.552114]\'',82,'\'(18.512556-21.845585]\'',A
'\'(80.790919-135.14993]\'',3,12,7,'\'(57.36167-76.549137]\'',3,16,10,'\'(241.1566-inf)\'',4,56,16,'\'(112.254647-inf)\'',4,28,11,'\'(35.369728-46.650883]\'',1,5,8,'\'(64.248229-95.929302]\'',2,13,14,1,1,1,0,1,0,1,1,1,1,1,1,66,'\'(573.253523-741.552114]\'',130,'\'(18.512556-21.845585]\'',A
'\'(37.138995-55.369498]\'',1,4,7,'\'(57.36167-76.549137]\'',2,6,10,'\'(159.869152-241.1566]\'',3,17,16,'\'(-inf-41.626247]\'',1,6,10,'\'(46.650883-58.860938]\'',3,9,8,'\'(48.843097-64.248229]\'',2,10,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(366.642526-459.963402]\'',52,'\'(-inf-13.465411]\'',A
'\'(55.369498-80.790919]\'',1,13,9,'\'(-inf-41.257811]\'',1,3,10,'\'(-inf-82.466974]\'',1,6,16,'\'(-inf-41.626247]\'',1,3,10,'\'(81.517634-inf)\'',5,11,8,'\'(64.248229-95.929302]\'',2,7,10,0,1,1,1,1,1,1,1,1,1,1,1,63,'\'(366.642526-459.963402]\'',43,'\'(-inf-13.465411]\'',A
'\'(37.138995-55.369498]\'',1,1,7,'\'(76.549137-115.960834]\'',2,11,12,'\'(159.869152-241.1566]\'',1,17,54,'\'(55.248765-74.303022]\'',1,5,17,'\'(58.860938-81.517634]\'',3,8,9,'\'(-inf-38.860268]\'',1,4,10,1,0,0,0,0,1,1,1,0,0,1,1,109,'\'(459.963402-573.253523]\'',46,'\'(18.512556-21.845585]\'',A
'\'(55.369498-80.790919]\'',1,10,9,'\'(41.257811-57.36167]\'',1,10,10,'\'(241.1566-inf)\'',3,49,24,'\'(74.303022-112.254647]\'',1,18,16,'\'(46.650883-58.860938]\'',1,11,12,'\'(38.860268-48.843097]\'',1,10,10,0,1,0,0,0,1,1,1,0,0,1,1,81,'\'(573.253523-741.552114]\'',108,'\'(18.512556-21.845585]\'',A
'\'(55.369498-80.790919]\'',1,2,11,'\'(115.960834-inf)\'',2,24,13,'\'(112.968721-159.869152]\'',2,16,21,'\'(41.626247-55.248765]\'',1,9,11,'\'(35.369728-46.650883]\'',1,3,13,'\'(48.843097-64.248229]\'',1,4,10,0,0,0,0,0,1,1,1,0,1,1,1,79,'\'(459.963402-573.253523]\'',58,'\'(15.967208-18.512556]\'',A
'\'(37.138995-55.369498]\'',1,2,8,'\'(76.549137-115.960834]\'',2,4,10,'\'(159.869152-241.1566]\'',3,4,16,'\'(112.254647-inf)\'',4,18,16,'\'(81.517634-inf)\'',1,4,22,'\'(38.860268-48.843097]\'',1,2,10,0,1,1,0,0,1,1,1,1,0,0,1,82,'\'(573.253523-741.552114]\'',34,'\'(15.967208-18.512556]\'',A
'\'(37.138995-55.369498]\'',1,8,7,'\'(41.257811-57.36167]\'',1,10,10,'\'(82.466974-112.968721]\'',1,17,16,'\'(-inf-41.626247]\'',1,6,10,'\'(-inf-35.369728]\'',1,5,8,'\'(95.929302-inf)\'',3,10,10,1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(366.642526-459.963402]\'',56,'\'(-inf-13.465411]\'',A
'\'(55.369498-80.790919]\'',2,2,7,'\'(76.549137-115.960834]\'',2,5,12,'\'(159.869152-241.1566]\'',2,5,19,'\'(74.303022-112.254647]\'',2,7,13,'\'(81.517634-inf)\'',4,15,10,'\'(48.843097-64.248229]\'',2,9,11,1,0,0,0,0,0,1,1,0,1,1,1,72,'\'(573.253523-741.552114]\'',43,'\'(15.967208-18.512556]\'',A
